1489017467	22.75
1489018070	22.59
1489018672	22.43
1489019275	22.27
1489019877	22.12
1489020479	21.96
1489021081	21.8
1489021684	21.49
1489022888	21.33
1489023460	21.18
1489024665	21.02
1489025869	20.86
1489027073	20.71
1489028879	20.55
1489030685	20.39
1489032462	20.24
1489034871	20.08
1489038488	20.86
1489039061	21.96
1489039665	23.06
1489040269	24.16
1489040873	25.25
1489041478	25.88
1489042083	26.67
1489042658	27.29
1489043263	27.61
1489043867	27.92
1489044472	28.24
1489046861	27.92
1489047464	27.61
1489048068	27.29
1489048672	26.82
1489049277	26.51
1489049880	25.88
1489050483	25.57
1489051087	25.25
1489051660	24.78
1489052264	24.47
1489052867	24
1489053470	23.84
1489054074	23.53
1489054677	23.22
1489055280	23.06
1489055883	22.9
1489056486	22.75
1489057060	22.59
1489057663	22.43
1489058267	22.27
1489058870	22.12
1489059474	21.8
1489060077	21.65
1489061285	21.49
1489061858	21.18
1489063064	21.02
1489064270	20.86
1489065476	20.71
1489066150	20.71
1489066682	20.71
1489067285	20.55
1489068460	20.39
1489070873	20.24
1489073285	20.08
1489076271	19.92
1489079863	20.08
1489080467	21.02
1489081071	22.43
1489081676	23.37
1489082280	24.47
1489082885	25.25
1489083459	25.57
1489084063	25.88
1489086480	25.73
1489087084	25.41
1489087687	25.25
1489088261	24.78
1489088864	24.63
1489089469	24.16
1489090073	24
1489090676	23.69
1489091280	23.53
1489091883	23.37
1489092487	23.22
1489093061	22.9
1489093664	22.75
1489094267	22.59
1489094870	22.43
1489096081	22.27
1489096685	22.12
1489104484	22.12
1489105086	21.8
1489105659	21.65
1489106865	21.49
1489107466	21.18
1489108672	21.02
1489109274	20.86
1489110481	20.71
1489111686	20.55
1489112860	20.39
1489114667	20.24
1489115873	20.08
1489117681	19.92
1489119487	19.76
1489121867	19.61
1489124281	19.45
1489124884	19.61
1489125458	20.39
1489126062	21.49
1489126665	22.59
1489127269	23.69
1489127874	24.63
1489128478	25.57
1489129085	26.2
1489129659	26.67
1489130265	27.14
1489130869	27.45
1489131474	27.61
1489132083	27.76
1489133265	27.61
1489136258	27.45
1489136863	27.14
1489137465	26.82
1489138069	26.51
1489138674	26.04
1489139278	25.73
1489139881	25.41
1489140485	25.1
1489141060	24.63
1489141664	24.16
1489142267	23.84
1489142872	23.69
1489143476	23.37
1489144080	23.22
1489144683	22.9
1489145286	22.75
1489145860	22.59
1489146463	22.43
1489147066	22.27
1489147670	22.12
1489148272	21.8
1489148876	21.65
1489150084	21.49
1489150687	21.18
1489151864	21.02
1489152745	21.02
1489153066	20.86
1489154272	20.71
1489155478	20.55
1489157258	20.39
1489159673	20.24
1489161483	20.08
1489164469	19.92
1489166277	20.24
1489166881	21.33
1489167486	22.43
1489168060	23.37
1489168665	24.31
1489169269	25.1
1489169873	26.04
1489170477	26.51
1489171080	27.14
1489171683	27.45
1489172286	27.92
1489172861	28.24
1489173464	28.39
1489174070	28.71
1489174674	29.02
1489175277	29.33
1489175881	28.71
1489176484	28.39
1489177058	28.71
1489177662	29.02
1489178266	29.18
1489178868	29.33
1489180074	29.49
1489180677	29.02
1489181282	25.88
1489181859	24.63
1489182463	23.69
1489183067	23.06
1489190876	20.08
1489191479	19.92
1489192684	19.76
1489194464	19.61
1489196275	19.45
1489198083	19.29
1489200464	19.14
1489203477	18.82
1489206459	18.67
1489214270	18.82
1489217860	18.67
1489220274	18.51
1489224464	18.35
1489226877	18.51
1489228657	20.39
1489229261	20.55
1489229865	19.14
1489230471	18.67
1489231075	18.82
1489238257	19.14
1489238862	19.76
1489239338	19.76
1489239476	20.39
1489240082	20.86
1489240657	21.02
1489241263	21.18
1489242473	21.02
1489243076	20.86
1489243679	20.71
1489244282	20.55
1489244886	20.39
1489246063	20.24
1489246667	20.08
1489247271	19.92
1489248480	19.76
1489249657	19.61
1489252072	19.45
1489255062	19.29
1489257481	19.45
1489258085	19.92
1489258659	20.55
1489259264	20.86
1489259867	21.18
1489260470	21.49
1489261074	21.65
1489262280	21.8
1489264060	22.12
1489266470	22.27
1489268310	22.59
1489268914	22.43
1489269518	22.27
1489270092	22.12
1489270695	21.8
1489271298	21.49
1489271902	21.18
1489272506	21.02
1489273110	20.86
1489273712	20.71
1489274316	20.55
1489274890	20.39
1489276108	20.24
1489277314	20.08
1489278490	19.92
1489279695	19.76
1489282106	19.61
1489284515	19.45
1489289304	19.29
1489292317	19.14
1489294698	18.82
1489306095	18.67
1489308508	18.51
1489313903	18.67
1489316316	19.29
1489316891	19.14
1489319305	19.29
1489325942	19.29
1489326503	19.29
1489331898	19.14
1489333708	19.45
1489334918	19.92
1489335492	20.39
1489336096	20.86
1489336700	21.18
1489337305	21.33
1489337909	21.8
1489339117	21.96
1489340293	22.12
1489342709	22.27
1489354713	22.43
1489355287	23.37
1489355892	22.75
1489356496	21.96
1489357099	21.49
1489357703	21.33
1489358308	21.18
1489358911	21.02
1489359515	20.86
1489360089	20.71
1489360692	20.55
1489361294	20.39
1489362501	20.24
1489364911	19.92
1489366116	19.76
1489368497	19.45
1489370304	19.29
1489373287	19.14
1489376299	18.98
1489379913	18.82
1489382294	19.76
1489382897	20.24
1489383500	20.71
1489384104	21.18
1489384707	21.33
1489385310	21.49
1489385913	21.8
1489386517	21.96
1489387091	22.12
1489388905	22.27
1489390747	22.43
1489391321	22.12
1489391926	21.96
1489392530	21.49
1489393134	21.33
1489393738	21.02
1489394341	20.86
1489394945	20.71
1489395549	20.55
1489396123	20.39
1489396726	20.24
1489397933	20.08
1489399141	19.92
1489406346	20.08
1489412545	20.08
1489412930	20.08
1489414740	19.92
1489417726	19.76
1489419535	19.45
1489421346	19.29
1489427321	19.76
1489427926	20.24
1489428530	20.86
1489429134	21.18
1489429738	21.49
1489432123	21.33
1489432726	21.18
1489433329	21.02
1489433934	20.86
1489434537	20.71
1489435140	20.55
1489436319	20.24
1489437528	20.08
1489438134	20.24
1489438738	21.33
1489439342	22.27
1489439947	22.9
1489440522	21.49
1489441127	21.18
1489441732	21.02
1489442335	20.71
1489442937	20.55
1489443541	20.39
1489444145	20.24
1489444749	20.08
1489445924	19.92
1489446527	19.76
1489448335	19.45
1489449541	19.29
1489451319	19.14
1489453728	18.98
1489456139	18.82
1489459726	18.67
1489463945	18.51
1489468132	18.67
1489468736	19.61
1489469339	20.39
1489469943	20.86
1489470546	21.49
1489471120	21.8
1489471723	22.27
1489472931	22.59
1489474745	22.43
1489475319	22.27
1489475924	22.12
1489478343	21.8
1489478948	21.65
1489479522	21.18
1489480125	21.02
1489480730	20.86
1489481334	20.71
1489481939	20.55
1489482542	20.39
1489483148	20.24
1489483723	20.08
1489484930	19.92
1489485535	19.76
1489486741	19.61
1489488521	19.45
1489496334	19.29
1489499142	19.29
1489499340	19.29
1489500520	19.14
1489511946	19.92
1489512520	20.71
1489513124	21.18
1489513729	21.8
1489514334	22.12
1489514937	22.27
1489516144	22.43
1489518526	22.59
1489526329	22.43
1489526932	22.27
1489527539	22.12
1489528145	21.8
1489528720	21.65
1489529927	21.18
1489530531	21.02
1489531136	20.86
1489531740	20.71
1489532343	20.55
1489533520	20.39
1489534123	20.24
1489535329	20.08
1489538342	19.76
1489540721	19.61
1489543733	19.45
1489546746	19.29
1489550330	19.14
1489553944	18.82
1489554546	19.14
1489555119	19.92
1489555722	20.71
1489556326	21.18
1489556929	21.8
1489557533	22.12
1489558136	22.27
1489558740	22.43
1489559343	22.59
1489559918	22.75
1489563544	22.9
1489564117	22.75
1489564722	22.43
1489565327	22.27
1489565931	21.8
1489566536	21.65
1489567139	21.18
1489567742	21.02
1489568346	20.86
1489568919	20.71
1489569524	20.55
1489570127	20.39
1489570731	20.24
1489571938	20.08
1489573145	19.92
1489574925	19.76
1489579147	19.61
1489582733	19.45
1489585737	19.45
1489586333	19.45
1489588142	19.29
1489593544	19.14
1489598338	19.92
1489598942	20.71
1489599517	21.18
1489600121	21.65
1489600727	21.8
1489601935	22.12
1489603145	22.27
1489604324	22.43
1489604928	22.59
1489605533	22.75
1489606740	22.9
1489607920	24.31
1489608525	25.57
1489609130	25.88
1489609735	26.04
1489610339	26.2
1489610942	26.51
1489611544	26.82
1489612117	27.29
1489612721	26.51
1489613325	24.47
1489613933	23.84
1489614538	23.22
1489615142	22.75
1489615745	22.27
1489616319	21.96
1489616923	21.8
1489617526	21.33
1489618130	21.18
1489618734	21.02
1489619337	20.86
1489619940	20.71
1489620543	20.55
1489621146	20.39
1489622322	20.24
1489624732	19.92
1489626539	19.76
1489628919	19.45
1489631329	19.29
1489634341	19.14
1489637927	18.98
1489641543	19.76
1489642117	20.39
1489642721	20.86
1489643324	21.18
1489643927	21.33
1489644530	21.49
1489645134	21.8
1489645738	21.96
1489646342	22.12
1489651119	21.96
1489651723	21.8
1489652327	21.33
1489652931	21.18
1489653535	21.02
1489654139	20.86
1489654742	20.71
1489655346	20.55
1489655919	20.39
1489656523	20.24
1489658334	20.08
1489661321	20.24
1489672346	20.24
1489672731	20.24
1489675716	20.08
1489678734	19.92
1489682321	19.76
1489694934	19.92
1489695537	20.24
1489696139	21.65
1489696743	20.55
1489697318	19.92
1489697923	19.14
1489698526	18.67
1489699131	18.82
1489699734	19.14
1489700338	19.29
1489700942	19.45
1489706340	19.29
1489713540	18.98
1489719533	18.82
1489727338	18.67
1489727941	18.98
1489728515	19.76
1489729119	20.39
1489729722	20.86
1489730326	21.02
1489730929	21.33
1489732137	21.8
1489732741	21.96
1489733921	22.12
1489735130	22.27
1489736915	22.12
1489737520	21.96
1489738124	21.8
1489738728	21.33
1489739332	21.18
1489739935	21.02
1489740539	20.71
1489741716	20.55
1489742319	20.39
1489742923	20.24
1489752541	20.08
1489756131	19.92
1489758929	19.92
1489759128	19.92
1489760939	19.76
1489763924	19.45
1489765131	19.29
1489772915	19.76
1489773520	20.39
1489774125	20.86
1489774729	21.33
1489775333	21.8
1489775937	21.96
1489776540	22.12
1489777143	22.27
1489777717	22.43
1489778320	22.59
1489778923	22.75
1489780130	22.9
1489780735	23.06
1489781340	23.69
1489781943	25.25
1489782516	26.04
1489783120	25.73
1489783724	24.78
1489784327	24.47
1489784931	24
1489785534	23.69
1489786137	23.37
1489786743	22.9
1489787317	22.59
1489787920	22.43
1489788523	22.12
1489789127	21.8
1489789731	21.65
1489790334	21.49
1489790938	21.18
1489791541	21.02
1489792145	20.86
1489793321	20.71
1489794526	20.55
1489846118	19.14
1489852120	18.82
1489859925	18.67
1489864716	19.45
1489865319	19.29
1489868333	19.14
1489869538	18.82
1489871917	18.67
1489874932	18.51
1489886317	18.35
1489893541	18.2
1489901336	18.04
1489907929	17.88
1489911519	17.73
1489912727	17.88
1489913330	18.04
1489913934	18.2
1489914537	18.35
1489919334	18.2
1489922922	18.04
1489927714	17.88
1489932169	17.88
1489932525	17.88
1489945125	17.73
1489957718	18.04
1489958322	18.67
1489958926	19.61
1489959530	20.86
1489960134	22.9
1489960741	23.06
1489961316	22.43
1489961921	22.12
1489962524	21.49
1489963128	21.02
1489963732	20.71
1489964335	20.39
1489964938	20.24
1489965541	19.92
1489966114	19.76
1489966718	19.61
1489967321	19.45
1489967924	19.29
1489970938	18.67
1489972715	18.51
1489975725	18.35
1489979941	18.2
1489985330	18.04
1489986534	18.2
1489987137	18.82
1489987740	19.61
1489988314	20.24
1489988917	20.71
1489989520	21.02
1489990123	21.49
1489990726	21.65
1489991329	21.8
1489991933	22.12
1489993717	21.8
1489994927	22.12
1489995533	22.27
1489996713	22.12
1489997320	21.8
1489997925	21.49
1489998528	21.18
1489999133	20.86
1489999736	20.71
1490000341	20.55
1490000914	20.39
1490001517	20.24
1490002120	20.08
1490002724	19.92
1490003358	19.76
1490004565	19.61
1490006345	19.45
1490008154	19.29
1490010566	19.14
1490014154	18.82
1490018776	18.82
1490018946	18.82
1490023741	18.67
1490030342	19.45
1490030945	20.24
1490031551	20.86
1490032157	21.18
1490032762	21.65
1490033366	22.12
1490033941	22.27
1490035150	22.43
1490038139	22.59
1490039345	22.75
1490041152	22.9
1490042961	23.06
1490044166	22.75
1490045345	23.69
1490045951	23.06
1490046557	22.27
1490047162	21.8
1490047765	21.49
1490048368	21.18
1490048943	21.02
1490049547	20.71
1490050150	20.55
1490051356	20.39
1490051961	20.24
1490052566	20.08
1490053743	19.92
1490056757	19.61
1490059166	19.45
1490062148	19.29
1490066363	19.14
1490072356	18.82
1490073561	19.45
1490074165	20.08
1490074768	20.55
1490075341	21.02
1490075944	21.33
1490077753	21.49
1490078357	21.8
1490080748	21.33
1490081351	21.18
1490081959	21.02
1490083138	20.71
1490083744	20.55
1490084348	20.39
1490085555	20.24
1490086159	20.08
1490087939	19.92
1490089749	19.76
1490093940	19.45
1490102351	19.29
1490105373	19.29
1490105968	19.29
1490108953	19.14
1490111938	18.98
1490116762	19.76
1490117366	20.39
1490117940	20.86
1490118544	21.33
1490119148	21.49
1490119753	21.8
1490120356	21.96
1490121565	22.12
1490122140	22.27
1490122746	22.43
1490123953	22.27
1490125763	22.12
1490128148	22.27
1490128752	22.43
1490129357	23.53
1490129960	24.31
1490130563	23.22
1490131167	22.9
1490131740	22.43
1490132345	22.12
1490132949	21.8
1490133553	21.49
1490134155	21.18
1490134759	21.02
1490135363	20.86
1490135966	20.71
1490136540	20.55
1490137144	20.39
1490138350	20.24
1490139556	20.08
1490146152	19.45
1490149162	19.29
1490153349	19.14
1490157566	18.98
1490159946	19.45
1490160549	20.24
1490161152	20.86
1490161755	21.33
1490162357	21.49
1490165346	21.18
1490166553	21.02
1490167156	21.33
1490167760	21.49
1490168366	21.96
1490169544	21.8
1490170147	21.49
1490170752	21.33
1490171356	21.18
1490171960	21.02
1490172564	20.71
